item_index,name_string_id,description_string_id,name,description
243,30243,40243,Infensus Shock Shoulder Pads,"It’s no surprise that Infensus Battle Armor is so burdensome, given its origin design, the space suit. Sharing a need to regulate, reduce and shed heat rapidly, IBA has since undergone dozens of redesigns for use in combat against new-age energy weapons."
244,30244,40244,Infensus X1 Assault Shoulder Pads,"Modern threats require modern solutions, and this cutting-edge energy dispersal armor is that solution. Marketed to corporate commandos going up against their technophilic competitors, it has a glossy, futuristic aesthetic."
245,30245,40245,Infensus Heavy Shoulder Pads,"It’s no surprise that Infensus Battle Armor is so burdensome, given its origin design, the space suit. Sharing a need to regulate, reduce and shed heat rapidly, IBA has since undergone dozens of redesigns for use in combat against new-age energy weapons."
246,30246,40246,XenoTech Expeditionary Shoulder Pads,"Upon the discovery of the xenomorph colony on Necars Field, and the subsequent discovery of the incredible resilience of the alien carapace, research began immediately to study potential military applications of the procured xenomorph components. The result is this unique set of armor, whose organic appearance reflects the origin of its component parts."
247,30247,40247,Exile Shoulder Pads,"Part of the set of prototype armor stolen from the Galactic Intelligence Service by the organization colloquially known as the Men in Black, and subsequently released for purchase in limited quantities in order to sustain the MIB's continued rebellion."
248,30248,40248,Locans Stabilized Shoulder Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Stabilized armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
249,30249,40249,Pythica Durable Battle Shoulder Pads,"The Pythica Durable Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
250,30250,40250,NanoTech Vitality Shoulder Pads,"A blend of CryoTech Industries’ four main lines of combat armor, this armor employs miniature nano-injectors of all varieties to treat physical fatigue in each of its forms."
251,30251,40251,Leech Shoulder Pads,"Because bears are too hard to train, this extra-heavy armor requires powered servos as well as the strength of its user to function. Locking, white-hot machinery and anabolic injections make Leech Armor usable, as long as bodily harm is no object."
252,30252,40252,Justicar Powered Shoulder Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
253,30253,40253,PreMet Tremor Shoulder Pads,The need to stay in a healthy mental state during combat has caused PreMet Tremor armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
254,30254,40254,Aramid Altered Shoulder Pads,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
255,30255,40255,Infensus Essentials Shoulder Pads,"A stripped-down version of the Heavy Infensus Battle armor, the “Essentials” line foregoes a flush coolant system for greater speed and maneuverability, though it retains the armor’s heavy plating designed to turn, disperse and shed heat."
256,30256,40256,Jack-o'-lantern Shoulder Pads,"Created from a variation of the Exile armor, this resilient orange armor reminds one of the Halloween season, hence it's name."
257,30257,40257,Skeleton Shoulder Pads,"Created from a variation of the Exile armor, this resilient skeleton armor reminds one of the Halloween season, hence it's name"
258,30258,40258,Backer Shoulder Pads,"A reward for backing our Kickstarter campaign, these shoulder pads will make your dedication to the game clear."
259,30259,40259,,
260,30260,40260,,
261,30261,40261,Advanced Civilian Arm Pads,"The Advanced Civilian armor was designed for deep planetary mining operations. Although designed for civilian use, this heavy armor has seen many military campaigns as well."
262,30262,40262,MT-27 Ballistics Arm Pads,The MT-27 Ballistics armor was originally designed for use in militias. This mass-produced armour offers more than adequate protection for reasonable prices.
263,30263,40263,Tactical Systems Arm Pads,The Tactical Systems armor is the basis for the most advanced armor available today. Its unique blend of lightweight compounds and an easy to repair design has inspired many to further develop the system.
264,30264,40264,Locans Defense Arm Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Defense armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
265,30265,40265,Locans Ethereal Arm Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Ethereal armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
266,30266,40266,Locans Patrol Arm Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Patrol armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
267,30267,40267,Locans Pressured Arm Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Pressured armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
268,30268,40268,Pythica Special Operations Arm Pads,"The favorite of vehicle crewmen, scouts and certain special forces, Special Operations Armor is a hardy Dominion standard that has seen relatively little innovation since the days before handheld energy weapons."
269,30269,40269,Pythica Mobile Infantry Arm Pads,"Used widely by Dominion troops since the first Necar’s Field Conflict, some veterans swear by the fit and feel of this classic armor. Interlocking tensile and ceramic plates designed to make enemy ballistics nonfatal still provide mild protection against heat."
270,30270,40270,Pythica S1 Arm Pads,"The Pythica S1 armors have been engineered to be lighter than the Pythica Battle armor series, allowing for slightly better endurance. Based on the crystal lattice technology used in many heavier armors, this armor uses less material for a lighter wear."
271,30271,40271,Pythica Sustained Battle Arm Pads,"The Pythica Sustained Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
272,30272,40272,NanoTech Trauma Arm Pads,"Originally designed by CryoTech Industries for use in front-line triages, automated injectors throughout the inner suit of this armor provide spot-treatment for wounds. This armor became combat-capable with the addition of an ablative layer above the suit."
273,30273,40273,NanoTech Scout Arm Pads,"Developed by CryoTech Industries to give front-line patrols a boost of endurance for long or exhausting deployments, this suit has found niche uses among those who prefer sprightliness over protective capacity."
274,30274,40274,NanoTech Voltaic Arm Pads,CryoTech Industries created this automated suit to address growing concerns among enlisted FDC that mission-critical bio-augmentations were failing in the middle of operations. It replaces positively charged ions with negatives in the blood via nanite injectors.
275,30275,40275,NanoTech Cognizant Arm Pads,"With the inevitable risk of injury during deep space mining, CryoTech Industries engineered this armor to help regain consciousness in the event of a disaster. Redeveloped with lighter wear for use in combat, this armor can help the user better keep their mind intact during a battle."
276,30276,40276,Hypobaric Arm Pads,"The favorite of assassins, the light Hypobaric Armor strategically releases mildly toxic muscle relaxants to steady aim and focus its wearer. This slows the user’s metabolism, reducing bioelectric output."
277,30277,40277,Metabolic Arm Pads,"This armor, based on CryoTech Vitality Suits, foregoes strictly legal serums for added regenerative capability, though one’s immune system rebels against these stronger synthetic drugs over time."
278,30278,40278,Venom Arm Pads,"Venom armor uses strong amphetamine injections to accelerate one’s metabolism, producing extra bioelectric energy, but prolonged over-oxygenation can lead to lightheadedness and ultimately panic or catatonia in its user."
279,30279,40279,Detox Combat Arm Pads,"Designed by enterprising Brotherhood engineers sympathetic to the plight of their front-line kin, this armor includes automated systems that suppress silly, overambitious immune responses, purging one’s resistance to combat stimulants."
280,30280,40280,Delta Powered Arm Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
281,30281,40281,Havoc Powered Arm Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
282,30282,40282,Firstborn Powered Arm Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
283,30283,40283,Legionnaire Powered Arm Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
284,30284,40284,PreMet Buffer Arm Pads,The need to stay in a healthy mental state during combat has caused PreMet Buffer armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
285,30285,40285,PreMet Contact Arm Pads,The need to stay in a healthy mental state during combat has caused PreMet Contact armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
286,30286,40286,PreMet Collision Arm Pads,The need to stay in a healthy mental state during combat has caused PreMet Collision armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
287,30287,40287,PreMet Impact Arm Pads,The need to stay in a healthy mental state during combat has caused PreMet Impact armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
288,30288,40288,Dilatant 46b Arm Pads,"Incorporating a layer of non-newtonian fluid, Dilatant armor has a “bend or break” counteractive effect on incoming projectiles. This system is very light compared to the ablative plating of most armors."
289,30289,40289,Aramid Modified Arm Pads,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
290,30290,40290,Dilatant 50b Arm Pads,"Incorporating a layer of non-newtonian fluid, Dilatant armor has a “bend or break” counteractive effect on incoming projectiles. This system is very light compared to the ablative plating of most armors."
291,30291,40291,Aramid Basic Arm Pads,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
292,30292,40292,Infensus Minimalist Arm Pads,Infensus Minimalist Armor was released after many complained that the Essentials line was still impractically heavy for cramped or arduous conditions. Minimalist Armor retains only the reflective shell of its heavier cousins.
293,30293,40293,Infensus Shock Arm Pads,"It’s no surprise that Infensus Battle Armor is so burdensome, given its origin design, the space suit. Sharing a need to regulate, reduce and shed heat rapidly, IBA has since undergone dozens of redesigns for use in combat against new-age energy weapons."
294,30294,40294,Infensus X1 Assault Arm Pads,"Modern threats require modern solutions, and this cutting-edge energy dispersal armor is that solution. Marketed to corporate commandos going up against their technophilic competitors, it has a glossy, futuristic aesthetic."
295,30295,40295,Infensus Heavy Arm Pads,"It’s no surprise that Infensus Battle Armor is so burdensome, given its origin design, the space suit. Sharing a need to regulate, reduce and shed heat rapidly, IBA has since undergone dozens of redesigns for use in combat against new-age energy weapons."
296,30296,40296,XenoTech Expeditionary Arm Pads,"Upon the discovery of the xenomorph colony on Necars Field, and the subsequent discovery of the incredible resilience of the alien carapace, research began immediately to study potential military applications of the procured xenomorph components. The result is this unique set of armor, whose organic appearance reflects the origin of its component parts."
297,30297,40297,Exile Arm Pads,"Part of the set of prototype armor stolen from the Galactic Intelligence Service by the organization colloquially known as the Men in Black, and subsequently released for purchase in limited quantities in order to sustain the MIB's continued rebellion."
298,30298,40298,Locans Stabilized Arm Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Stabilized armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
299,30299,40299,Pythica Durable Battle Arm Pads,"The Pythica Durable Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
300,30300,40300,NanoTech Vitality Arm Pads,"A blend of CryoTech Industries’ four main lines of combat armor, this armor employs miniature nano-injectors of all varieties to treat physical fatigue in each of its forms."
301,30301,40301,Leech Arm Pads,"Because bears are too hard to train, this extra-heavy armor requires powered servos as well as the strength of its user to function. Locking, white-hot machinery and anabolic injections make Leech Armor usable, as long as bodily harm is no object."
302,30302,40302,Justicar Powered Arm Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
303,30303,40303,PreMet Tremor Arm Pads,The need to stay in a healthy mental state during combat has caused PreMet Tremor armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
304,30304,40304,Aramid Altered Arm Pads,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
305,30305,40305,Infensus Essentials Arm Pads,"A stripped-down version of the Heavy Infensus Battle armor, the “Essentials” line foregoes a flush coolant system for greater speed and maneuverability, though it retains the armor’s heavy plating designed to turn, disperse and shed heat."
306,30306,40306,Jack-o'-lantern Arm Pads,"Created from a variation of the Exile armor, this resilient orange armor reminds one of the Halloween season, hence it's name."
307,30307,40307,Skeleton Arm Pads,"Created from a variation of the Exile armor, this resilient skeleton armor reminds one of the Halloween season, hence it's name."
308,30308,40308,Backer Arm Pads,"A reward for backing our Kickstarter campaign, these arm pads will make your dedication to the game clear."
309,30309,40309,,
310,30310,40310,,
311,30311,40311,Advanced Civilian Torso Armor,"The Advanced Civilian armor was designed for deep planetary mining operations. Although designed for civilian use, this heavy armor has seen many military campaigns as well."
312,30312,40312,MT-27 Ballistics Torso Armor,The MT-27 Ballistics armor was originally designed for use in militias. This mass-produced armour offers more than adequate protection for reasonable prices.
313,30313,40313,Tactical Systems Torso Armor,The Tactical Systems armor is the basis for the most advanced armor available today. Its unique blend of lightweight compounds and an easy to repair design has inspired many to further develop the system.
314,30314,40314,Locans Defense Torso Armor,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Defense armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
315,30315,40315,Locans Ethereal Torso Armor,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Ethereal armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
316,30316,40316,Locans Patrol Torso Armor,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Patrol armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
317,30317,40317,Locans Pressured Torso Armor,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Pressured armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
318,30318,40318,Pythica Special Operations Torso Armor,"The favorite of vehicle crewmen, scouts and certain special forces, Special Operations Armor is a hardy Dominion standard that has seen relatively little innovation since the days before handheld energy weapons."
319,30319,40319,Pythica Mobile Infantry Torso Armor,"Used widely by Dominion troops since the first Necar’s Field Conflict, some veterans swear by the fit and feel of this classic armor. Interlocking tensile and ceramic plates designed to make enemy ballistics nonfatal still provide mild protection against heat."
320,30320,40320,Pythica S1 Torso Armor,"The Pythica S1 armors have been engineered to be lighter than the Pythica Battle armor series, allowing for slightly better endurance. Based on the crystal lattice technology used in many heavier armors, this armor uses less material for a lighter wear."
321,30321,40321,Pythica Sustained Battle Torso Armor,"The Pythica Sustained Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
322,30322,40322,NanoTech Trauma Torso Armor,"Originally designed by CryoTech Industries for use in front-line triages, automated injectors throughout the inner suit of this armor provide spot-treatment for wounds. This armor became combat-capable with the addition of an ablative layer above the suit."
323,30323,40323,NanoTech Scout Torso Armor,"Developed by CryoTech Industries to give front-line patrols a boost of endurance for long or exhausting deployments, this suit has found niche uses among those who prefer sprightliness over protective capacity."
324,30324,40324,NanoTech Voltaic Torso Armor,CryoTech Industries created this automated suit to address growing concerns among enlisted FDC that mission-critical bio-augmentations were failing in the middle of operations. It replaces positively charged ions with negatives in the blood via nanite injectors.
325,30325,40325,NanoTech Cognizant Torso Armor,"With the inevitable risk of injury during deep space mining, CryoTech Industries engineered this armor to help regain consciousness in the event of a disaster. Redeveloped with lighter wear for use in combat, this armor can help the user better keep their mind intact during a battle."
326,30326,40326,Hypobaric Torso Armor,"The favorite of assassins, the light Hypobaric Armor strategically releases mildly toxic muscle relaxants to steady aim and focus its wearer. This slows the user’s metabolism, reducing bioelectric output."
327,30327,40327,Metabolic Torso Armor,"This armor, based on CryoTech Vitality Suits, foregoes strictly legal serums for added regenerative capability, though one’s immune system rebels against these stronger synthetic drugs over time."
328,30328,40328,Venom Torso Armor,"Venom armor uses strong amphetamine injections to accelerate one’s metabolism, producing extra bioelectric energy, but prolonged over-oxygenation can lead to lightheadedness and ultimately panic or catatonia in its user."
329,30329,40329,Detox Combat Torso Armor,"Designed by enterprising Brotherhood engineers sympathetic to the plight of their front-line kin, this armor includes automated systems that suppress silly, overambitious immune responses, purging one’s resistance to combat stimulants."
330,30330,40330,Delta Powered Torso Armor,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
331,30331,40331,Havoc Powered Torso Armor,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
332,30332,40332,Firstborn Powered Torso Armor,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
333,30333,40333,Legionnaire Powered Torso Armor,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
334,30334,40334,PreMet Buffer Torso Armor,The need to stay in a healthy mental state during combat has caused PreMet Buffer armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
335,30335,40335,PreMet Contact Torso Armor,The need to stay in a healthy mental state during combat has caused PreMet Contact armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
336,30336,40336,PreMet Collision Torso Armor,The need to stay in a healthy mental state during combat has caused PreMet Collision armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
337,30337,40337,PreMet Impact Torso Armor,The need to stay in a healthy mental state during combat has caused PreMet Impact armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
338,30338,40338,Dilatant 46b Torso Armor,"Incorporating a layer of non-newtonian fluid, Dilatant armor has a “bend or break” counteractive effect on incoming projectiles. This system is very light compared to the ablative plating of most armors."
339,30339,40339,Aramid Modified Torso Armor,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
340,30340,40340,Dilatant 50b Torso Armor,"Incorporating a layer of non-newtonian fluid, Dilatant armor has a “bend or break” counteractive effect on incoming projectiles. This system is very light compared to the ablative plating of most armors."
341,30341,40341,Aramid Basic Torso Armor,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
342,30342,40342,Infensus Minimalist Torso Armor,Infensus Minimalist Armor was released after many complained that the Essentials line was still impractically heavy for cramped or arduous conditions. Minimalist Armor retains only the reflective shell of its heavier cousins.
343,30343,40343,Infensus Shock Torso Armor,"It’s no surprise that Infensus Battle Armor is so burdensome, given its origin design, the space suit. Sharing a need to regulate, reduce and shed heat rapidly, IBA has since undergone dozens of redesigns for use in combat against new-age energy weapons."
344,30344,40344,Infensus X1 Assault Torso Armor,"Modern threats require modern solutions, and this cutting-edge energy dispersal armor is that solution. Marketed to corporate commandos going up against their technophilic competitors, it has a glossy, futuristic aesthetic."
345,30345,40345,Infensus Heavy Torso Armor,"It’s no surprise that Infensus Battle Armor is so burdensome, given its origin design, the space suit. Sharing a need to regulate, reduce and shed heat rapidly, IBA has since undergone dozens of redesigns for use in combat against new-age energy weapons."
346,30346,40346,XenoTech Expeditionary Torso Armor,"Upon the discovery of the xenomorph colony on Necars Field, and the subsequent discovery of the incredible resilience of the alien carapace, research began immediately to study potential military applications of the procured xenomorph components. The result is this unique set of armor, whose organic appearance reflects the origin of its component parts."
347,30347,40347,Exile Torso Armor,"Part of the set of prototype armor stolen from the Galactic Intelligence Service by the organization colloquially known as the Men in Black, and subsequently released for purchase in limited quantities in order to sustain the MIB's continued rebellion."
348,30348,40348,Locans Stabilized Torso Armor,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Stabilized armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
349,30349,40349,Pythica Durable Battle Torso Armor,"The Pythica Durable Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
350,30350,40350,NanoTech Vitality Torso Armor,"A blend of CryoTech Industries’ four main lines of combat armor, this armor employs miniature nano-injectors of all varieties to treat physical fatigue in each of its forms."
351,30351,40351,Leech Torso Armor,"Because bears are too hard to train, this extra-heavy armor requires powered servos as well as the strength of its user to function. Locking, white-hot machinery and anabolic injections make Leech Armor usable, as long as bodily harm is no object."
352,30352,40352,Justicar Powered Torso Armor,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
353,30353,40353,PreMet Tremor Torso Armor,The need to stay in a healthy mental state during combat has caused PreMet Tremor armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
354,30354,40354,Aramid Altered Torso Armor,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
355,30355,40355,Infensus Essentials Torso Armor,"A stripped-down version of the Heavy Infensus Battle armor, the “Essentials” line foregoes a flush coolant system for greater speed and maneuverability, though it retains the armor’s heavy plating designed to turn, disperse and shed heat."
356,30356,40356,Jack-o'-lantern Torso Armor,"Created from a variation of the Exile armor, this resilient orange armor reminds one of the Halloween season, hence it's name."
357,30357,40357,Skeleton Torso Armor,"Created from a variation of the Exile armor, this resilient skeleton armor reminds one of the Halloween season, hence it's name"
358,30358,40358,Backer Torso Armor,"A reward for backing our Kickstarter campaign, this armor will make your dedication to the game clear."
359,30359,40359,,
360,30360,40360,,
361,30361,40361,Advanced Civilian Leg Pads,"The Advanced Civilian armor was designed for deep planetary mining operations. Although designed for civilian use, this heavy armor has seen many military campaigns as well."
362,30362,40362,MT-27 Ballistics Leg Pads,The MT-27 Ballistics armor was originally designed for use in militias. This mass-produced armour offers more than adequate protection for reasonable prices.
363,30363,40363,Tactical Systems Leg Pads,The Tactical Systems armor is the basis for the most advanced armor available today. Its unique blend of lightweight compounds and an easy to repair design has inspired many to further develop the system.
364,30364,40364,Locans Defense Leg Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Defense armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
365,30365,40365,Locans Ethereal Leg Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Ethereal armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
366,30366,40366,Locans Patrol Leg Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Patrol armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
367,30367,40367,Locans Pressured Leg Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Pressured armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
368,30368,40368,Pythica Special Operations Leg Pads,"The favorite of vehicle crewmen, scouts and certain special forces, Special Operations Armor is a hardy Dominion standard that has seen relatively little innovation since the days before handheld energy weapons."
369,30369,40369,Pythica Mobile Infantry Leg Pads,"Used widely by Dominion troops since the first Necar’s Field Conflict, some veterans swear by the fit and feel of this classic armor. Interlocking tensile and ceramic plates designed to make enemy ballistics nonfatal still provide mild protection against heat."
370,30370,40370,Pythica S1 Leg Pads,"The Pythica S1 armors have been engineered to be lighter than the Pythica Battle armor series, allowing for slightly better endurance. Based on the crystal lattice technology used in many heavier armors, this armor uses less material for a lighter wear."
371,30371,40371,Pythica Sustained Battle Leg Pads,"The Pythica Sustained Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
372,30372,40372,NanoTech Trauma Leg Pads,"Originally designed by CryoTech Industries for use in front-line triages, automated injectors throughout the inner suit of this armor provide spot-treatment for wounds. This armor became combat-capable with the addition of an ablative layer above the suit."
373,30373,40373,NanoTech Scout Leg Pads,"Developed by CryoTech Industries to give front-line patrols a boost of endurance for long or exhausting deployments, this suit has found niche uses among those who prefer sprightliness over protective capacity."
374,30374,40374,NanoTech Voltaic Leg Pads,CryoTech Industries created this automated suit to address growing concerns among enlisted FDC that mission-critical bio-augmentations were failing in the middle of operations. It replaces positively charged ions with negatives in the blood via nanite injectors.
375,30375,40375,NanoTech Cognizant Leg Pads,"With the inevitable risk of injury during deep space mining, CryoTech Industries engineered this armor to help regain consciousness in the event of a disaster. Redeveloped with lighter wear for use in combat, this armor can help the user better keep their mind intact during a battle."
376,30376,40376,Hypobaric Leg Pads,"The favorite of assassins, the light Hypobaric Armor strategically releases mildly toxic muscle relaxants to steady aim and focus its wearer. This slows the user’s metabolism, reducing bioelectric output."
377,30377,40377,Metabolic Leg Pads,"This armor, based on CryoTech Vitality Suits, foregoes strictly legal serums for added regenerative capability, though one’s immune system rebels against these stronger synthetic drugs over time."
378,30378,40378,Venom Leg Pads,"Venom armor uses strong amphetamine injections to accelerate one’s metabolism, producing extra bioelectric energy, but prolonged over-oxygenation can lead to lightheadedness and ultimately panic or catatonia in its user."
379,30379,40379,Detox Combat Leg Pads,"Designed by enterprising Brotherhood engineers sympathetic to the plight of their front-line kin, this armor includes automated systems that suppress silly, overambitious immune responses, purging one’s resistance to combat stimulants."
380,30380,40380,Delta Powered Leg Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
381,30381,40381,Havoc Powered Leg Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
382,30382,40382,Firstborn Powered Leg Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
383,30383,40383,Legionnaire Powered Leg Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
384,30384,40384,PreMet Buffer Leg Pads,The need to stay in a healthy mental state during combat has caused PreMet Buffer armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
385,30385,40385,PreMet Contact Leg Pads,The need to stay in a healthy mental state during combat has caused PreMet Contact armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
386,30386,40386,PreMet Collision Leg Pads,The need to stay in a healthy mental state during combat has caused PreMet Collision armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
387,30387,40387,PreMet Impact Leg Pads,The need to stay in a healthy mental state during combat has caused PreMet Impact armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
388,30388,40388,Dilatant 46b Leg Pads,"Incorporating a layer of non-newtonian fluid, Dilatant armor has a “bend or break” counteractive effect on incoming projectiles. This system is very light compared to the ablative plating of most armors."
389,30389,40389,Aramid Modified Leg Pads,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
390,30390,40390,Dilatant 50b Assault Leg Pads,"Incorporating a layer of non-newtonian fluid, Dilatant armor has a “bend or break” counteractive effect on incoming projectiles. This system is very light compared to the ablative plating of most armors."
391,30391,40391,Aramid Basic Leg Pads,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
392,30392,40392,Infensus Minimalist Leg Pads,Infensus Minimalist Armor was released after many complained that the Essentials line was still impractically heavy for cramped or arduous conditions. Minimalist Armor retains only the reflective shell of its heavier cousins.
393,30393,40393,Infensus Shock Leg Pads,"It’s no surprise that Infensus Battle Armor is so burdensome, given its origin design, the space suit. Sharing a need to regulate, reduce and shed heat rapidly, IBA has since undergone dozens of redesigns for use in combat against new-age energy weapons."
